Code_id,Block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,Stype,AgeL,AgeH,Atype
95302-02,2100,Electric auditory brainstem response audiometry,"Electric auditory br/stem respn audiomty",1/7/1998,1/7/2000,,,,,
95302-03,2100,"Cortical evoked response audiometry, equal to or less than 2 frequencies",Cortical evoked respn audiomty <=2 freq,1/7/1998,1/7/2000,,,,,
95302-04,2100,"Cortical evoked response audiometry, equal to or greater than 3 frequencies",Cortical evoked respn audiomty >=3 freq,1/7/1998,1/7/2000,,,,,
95302-05,2100,"Steady state evoked potentials, equal to or less than 2 frequencies",Steady state evoked potentials <=2 freq,1/7/1998,1/7/2000,,,,,
95302-06,2100,"Steady state evoked potentials, equal to or greater than 3 frequencies",Steady state evoked potentials >=3 freq,1/7/1998,1/7/2000,,,,,
95302-07,2100,Electrocochleography with transtympanic electrode,"Electrocochleography, transtympanic elec",1/7/1998,1/7/2000,,,,,
95302-08,2100,Electrocochleography with extratympanic electrode,"Electrocochleography, extratympanic elec",1/7/1998,1/7/2000,,,,,
95302-09,2100,Electroneurography of facial nerve,Electroneurography of facial nerve,1/7/1998,1/7/2000,,,,,
95302-10,2100,Electronystagmography,Electronystagmography,1/7/1998,1/7/2000,,,,,
95302-11,2100,Rotating chair evaluation of vestibular function,Rotating chair evaluation vestibular fn,1/7/1998,1/7/2000,,,,,
95302-12,2100,Other audiology electrophysiological assessment,Oth audiolgy electrophysiological assess,1/7/1998,1/7/2000,,,,,
95303-00,2101,Click evoked otoacoustic emissions,Click evoked otoacoustic emissions,1/7/1998,1/7/2000,,,,,
95303-01,2101,Distortion product otoacoustic emissions,Distortion product otoacoustic emissions,1/7/1998,1/7/2000,,,,,
95303-02,2101,Spontaneous otoacoustic emissions,Spontaneous otoacoustic emissions,1/7/1998,1/7/2000,,,,,
95303-03,2101,Other otoacoustic emissions evaluation,Other otoacoustic emissions evaluation,1/7/1998,1/7/2000,,,,,
95304-00,2102,Tympanometry using 1 probe tone,Tympanometry using 1 probe tone,1/7/1998,1/7/2000,,,,,
95304-01,2102,Tympanometry using greater than or equal to 2 probe tones,Tympanometry using >=2 probe tones,1/7/1998,1/7/2000,,,,,
95304-02,2102,Acoustic reflex threshold,Acoustic reflex threshold,1/7/1998,1/7/2000,,,,,
95304-03,2102,Acoustic reflex decay,Acoustic reflex decay,1/7/1998,1/7/2000,,,,,
95304-04,2102,Eustachian tube function evaluation by audiologist,Eustachian tube function evaluation,1/7/1998,1/7/2000,,,,,
95304-05,2102,Other impedance audiometry,Other impedance audiometry,1/7/1998,1/7/2000,,,,,
95305-00,2103,Masking level difference,Masking level difference,1/7/1998,1/7/2000,,,,,
95305-01,2103,Staggered spondaic words [SSW],Staggered spondaic words [SSW],1/7/1998,1/7/2000,,,,,
95305-02,2103,Filtered speech,Filtered speech,1/7/1998,1/7/2000,,,,,
95305-03,2103,Synthetic sentence identification [SSI],Synthetic sentence identification [SSI],1/7/1998,1/7/2000,,,,,
95305-04,2103,Fusion test,Fusion test,1/7/1998,1/7/2000,,,,,
95305-05,2103,Other central auditory function test,Other central auditory function test,1/7/1998,1/7/2000,,,,,
95306-00,2104,Tone decay,Tone decay,1/7/1998,1/7/2000,,,,,
95306-01,2104,Short increment sensitivity index,Short increment sensitivity index,1/7/1998,1/7/2000,,,,,
95306-02,2104,Alternating binaural loudness balance,Alternating binaural loudness balance,1/7/1998,1/7/2000,,,,,
95306-03,2104,Other audiology assessment,Other audiology assessment,1/7/1998,1/7/2000,,,,,
95307-00,2105,"Evaluation of tinnitus, audiology","Evaluation of tinnitus, audiology",1/7/1998,1/7/2000,,,,,
95307-01,2105,"Education for management of tinnitus, audiology","Education management tinnitus, audiology",1/7/1998,1/7/2000,,,,,
95307-02,2105,"Tinnitus management, device selection and prescription, audiology","Tinnitus mgmt, dev selection & prescrptn",1/7/1998,1/7/2000,,,,,
95307-03,2105,"Tinnitus management, device fitting and training, audiology","Tinnitus mgmt, dev fitting & training",1/7/1998,1/7/2000,,,,,
95307-04,2105,"Follow up for management of tinnitus, audiology",Follow up for management of tinnitus,1/7/1998,1/7/2000,,,,,
95307-05,2105,Other audiology intervention for management of tinnitus,Oth audiology intervtn for mgmt tinnitus,1/7/1998,1/7/2000,,,,,
95308-00,2106,"Ear plug, impression taking, audiology","Ear plug, impression taking, audiology",1/7/1998,1/7/2000,,,,,
95308-01,2106,"Ear plug, fitting and instruction, audiology","Ear plug, fitting and instruction",1/7/1998,1/7/2000,,,,,
95309-00,2107,"Hearing screening, audiology","Hearing screening, audiology",1/7/1998,1/7/2000,,,,,
95309-01,2107,"Education for hearing conservation, audiology",Education for hearing conservation,1/7/1998,1/7/2000,,,,,
95309-02,2107,Other industrial audiology intervention,Other industrial audiology intervention,1/7/1998,1/7/2000,,,,,
95310-00,2108,Impression taking requiring a single stage process,"Impression taking, single stage process",1/7/1998,1/7/2000,,,,,
95310-01,2108,Impression taking requiring multiple stages,"Impression taking, multi stage process",1/7/1998,1/7/2000,,,,,
95310-02,2108,Psychoacoustic measures,Psychoacoustic measures,1/7/1998,1/7/2000,,,,,
95310-03,2108,"Selection and prescription of hearing aid, audiology",Selection & prescription of hearing aid,1/7/1998,1/7/2000,,,,,
95310-04,2108,"Hearing aid, fitting and training, audiology","Hearing aid, fitting & training",1/7/1998,1/7/2000,,,,,
95310-05,2108,"Evaluation of hearing aid, audiology","Evaluation of hearing aid, audiology",1/7/1998,1/7/2000,,,,,
95310-06,2108,"Hearing aid, follow up, audiology","Hearing aid, follow up, audiology",1/7/1998,1/7/2000,,,,,
95310-07,2108,"Hearing aid, counselling, audiology","Hearing aid, counselling, audiology",1/7/1998,1/7/2000,,,,,
95310-08,2108,"Hearing aid, habilitative or rehabilitative training, audiology","Hearing aid habilitative/rehab training",1/7/1998,1/7/2000,,,,,
95310-09,2108,Other audiology intervention involving hearing aid,Other audiology intervtn inv hearing aid,1/7/1998,1/7/2000,,,,,
95311-00,2109,"Assistive listening device, needs evaluation, audiology",Assistive listening dev needs evaluation,1/7/1998,1/7/2000,,,,,
95311-01,2109,"Assistive listening device, fitting and training, audiology","Assistive listening dev, fitting & train",1/7/1998,1/7/2000,,,,,
95311-02,2109,"Assistive listening device, follow up, audiology","Assistive listening device, follow up",1/7/1998,1/7/2000,,,,,
95311-03,2109,"Assistive listening device, counselling, audiology","Assistive listening device, counselling",1/7/1998,1/7/2000,,,,,
95311-04,2109,Other audiology intervention involving assistive listening device,Other intervtn inv assistive hearing dev,1/7/1998,1/7/2000,,,,,
95312-00,2110,"Cochlear implant, counselling, audiology","Cochlear implant, counselling, audiology",1/7/1998,1/7/2000,,,,,
95312-01,2110,"Cochlear implant hearing aid evaluation, optimisation and trial, audiology","Cochlear impl h/aid evaln optmsn & trial",1/7/1998,1/7/2000,,,,,
95312-02,2110,"Speech perception evaluation, audiology","Speech perception evaluation, audiology",1/7/1998,1/7/2000,,,,,
95312-03,2110,Psychoacoustic measures using promontory stimulation,Psychacoustc measures usg promtry stimtn,1/7/1998,1/7/2000,,,,,
95312-04,2110,"Cochlear implant programming, audiology",Cochlear implant programming,1/7/1998,1/7/2000,,,,,
95312-05,2110,"Cochlear implant maintenance, audiology",Cochlear implant maintenance,1/7/1998,1/7/2000,,,,,
95312-06,2110,"Speech and language evaluation following cochlear implant, audiology",Sp & language evaln foll cochlear impl,1/7/1998,1/7/2000,,,,,
95312-07,2110,"Educational evaluation following cochlear implant, audiology",Educational evaln foll cochlear implant,1/7/1998,1/7/2000,,,,,
95312-08,2110,"Cochlear implant, habilitative or rehabilitative training, audiology","Cochlear impl, habilitative/rehab traing",1/7/1998,1/7/2000,,,,,
95312-09,2110,Other audiology intervention involving cochlear implant,Oth audiology intervtn inv cochlear impl,1/7/1998,1/7/2000,,,,,
95313-00,2111,"Electrotactile auditory aid, fitting and training, audiology",Electrotactile auditory aid fit & traing,1/7/1998,1/7/2000,,,,,
95313-01,2111,"Electrotactile auditory aid, programming, audiology","Electrotactile auditory aid, programming",1/7/1998,1/7/2000,,,,,
95313-02,2111,"Electrotactile auditory aid, habilitative or rehabilitative training, audiology","Electrotactile aud aid, habiltv/rehab",1/7/1998,1/7/2000,,,,,
95313-03,2111,"Electrotactile auditory aid, counselling, audiology","Electrotactile auditory aid, counselling",1/7/1998,1/7/2000,,,,,
95313-04,2111,Other auditory intervention involving electrotactile auditory aid,Oth intervtn electrotactile auditory aid,1/7/1998,1/7/2000,,,,,
95314-00,2112,"Vibrotactile auditory aid, fitting and training, audiology","Vibrotactile auditory aid, fit & traing",1/7/1998,1/7/2000,,,,,
95314-01,2112,"Vibrotactile auditory aid, habilitative or rehabilitative training, audiology","Vibrotactile auditory aid, habiltv/rehab",1/7/1998,1/7/2000,,,,,
95314-02,2112,"Vibrotactile auditory aid, counselling, audiology","Vibrotactile auditory aid, counselling",1/7/1998,1/7/2000,,,,,
95314-03,2112,Other auditory intervention involving vibrotactile auditory aid,Other intervtn inv vibrotactile aud aid,1/7/1998,1/7/2000,,,,,
95315-00,2113,Aural rehabilitation not associated with device,Aural rehab not associated w device,1/7/1998,1/7/2000,,,,,
95316-00,2114,"Counselling, audiology","Counselling, audiology",1/7/1998,1/7/2000,,,,,
95317-00,2115,"Education, audiology","Education, audiology",1/7/1998,1/7/2000,,,,,
95318-00,2116,Other audiology intervention,Other audiology intervention,1/7/1998,1/7/2000,,,,,
95350-00,2117,General orthoptic interview,General orthoptic interview,1/7/1998,1/7/2000,,,,,
95350-01,2117,"Limited orthoptic interview, brief","Limited orthoptic interview, brief",1/7/1998,1/7/2000,,,,,
95350-02,2117,"Interval orthoptic interview, review","Interval orthoptic interview, review",1/7/1998,1/7/2000,,,,,
95350-03,2117,"Comprehensive orthoptic interview, new","Comprehensive orthoptic interview, new",1/7/1998,1/7/2000,,,,,
95350-04,2117,Extended orthoptic interview,Extended orthoptic interview,1/7/1998,1/7/2000,,,,,
95350-05,2117,Other orthoptic interview,Other orthoptic interview,1/7/1998,1/7/2000,,,,,
95351-00,2118,Orthoptic visual acuity assessment,Orthoptic visual acuity assessment,1/7/1998,1/7/2000,,,,,
95351-01,2118,Orthoptic contrast sensitivity assessment,Orthoptic contrast sensitivity assess,1/7/1998,1/7/2000,,,,,
95351-02,2118,Orthoptic colour vision assessment,Orthoptic colour vision assessment,1/7/1998,1/7/2000,,,,,
95351-03,2118,Orthoptic functional vision assessment,Orthoptic functional vision assessment,1/7/1998,1/7/2000,,,,,
95351-04,2118,Orthoptic visuo-motor assessment,Orthoptic visuo-motor assessment,1/7/1998,1/7/2000,,,,,
95351-05,2118,Orthoptic potential visual acuity assessment,Orthoptic potential visual acuity assess,1/7/1998,1/7/2000,,,,,
95351-06,2118,Orthoptic dark adaptation assessment,Orthoptic dark adaptation assessment,1/7/1998,1/7/2000,,,,,
95351-07,2118,Other orthoptic subjective visual function assessment,Oth orthoptic subjectv visual fn assess,1/7/1998,1/7/2000,,,,,
95352-00,2119,Orthoptic amsler grid assessment,Orthoptic Amsler grid assessment,1/7/1998,1/7/2000,,,,,
95352-01,2119,"Orthoptic perimetry assessment, confrontation",Orthoptic perimetry assess confrontation,1/7/1998,1/7/2000,,,,,
95352-02,2119,"Orthoptic perimetry assessment, manual, central field","Orthoptic perimetry, manual, cntrl field",1/7/1998,1/7/2000,,,,,
95352-03,2119,"Orthoptic perimetry assessment, manual, full field","Orthoptic perimetry, manual, full field",1/7/1998,1/7/2000,,,,,
95352-04,2119,"Orthoptic perimetry assessment, manual, other","Orthoptic perimetry assess, manual other",1/7/1998,1/7/2000,,,,,
95352-05,2119,"Orthoptic perimetry assessment, computerised, central field",Orthoptic perimetry computsd cntrl field,1/7/1998,1/7/2000,,,,,
95352-06,2119,"Orthoptic perimetry assessment, computerised, full field",Orthoptic perimetry computsd full field,1/7/1998,1/7/2000,,,,,
95352-07,2119,"Orthoptic perimetry assessment, computerised, other","Orthoptic perimetry, computerised, other",1/7/1998,1/7/2000,,,,,
95352-08,2119,Other orthoptic perimetry assessment,Other orthoptic perimetry assessment,1/7/1998,1/7/2000,,,,,
95353-00,2120,Orthoptic assessment of current glasses,Orthoptic assessment of current glasses,1/7/1998,1/7/2000,,,,,
95353-01,2120,"Orthoptic assessment of accommodation, range",Orthoptic assess accommodation range,1/7/1998,1/7/2000,,,,,
95353-02,2120,"Orthoptic assessment of accommodation, amplitude","Orthoptic assess accommodtn, amplitude",1/7/1998,1/7/2000,,,,,
95353-03,2120,"Orthoptic assessment of accommodation, other","Orthoptic assess accommodation, other",1/7/1998,1/7/2000,,,,,
95353-04,2120,"Orthoptic assessment of refraction, objective, automated",Assess refraction objective automated,1/7/1998,1/7/2000,,,,,
95353-05,2120,"Orthoptic assessment of refraction, objective, manual","Assess of refraction objective, manual",1/7/1998,1/7/2000,,,,,
95353-06,2120,"Orthoptic assessment of refraction, subjective","Orthoptic assess refraction, subjective",1/7/1998,1/7/2000,,,,,
95353-07,2120,"Orthoptic assessment of refraction, other","Orthoptic assessment refraction, other",1/7/1998,1/7/2000,,,,,
95354-00,2121,Orthoptic observation and assessment of general appearance,Orthoptic obs assess general appearance,1/7/1998,1/7/2000,,,,,
95354-01,2121,Orthoptic ocular alignment assessment,Orthoptic ocular alignment assessment,1/7/1998,1/7/2000,,,,,
95354-02,2121,"Orthoptic ocular alignment measurement/recording techniques","Ocular alignment measure/recording tech",1/7/1998,1/7/2000,,,,,
95354-03,2121,Orthoptic extra-ocular muscles assessment,Orthoptic extraocular muscles assessment,1/7/1998,1/7/2000,,,,,
95354-04,2121,"Orthoptic extra-ocular muscles measurement/recording techniques","Extraocular muscles measure/record tech",1/7/1998,1/7/2000,,,,,
95354-05,2121,"Orthoptic convergence assessment, simple",Orthoptic convergence assessment simple,1/7/1998,1/7/2000,,,,,
95354-06,2121,"Orthoptic convergence assessment, proximal","Orthoptic convergence assess, proximal",1/7/1998,1/7/2000,,,,,
95354-07,2121,"Orthoptic convergence assessment, accommodative",Orthoptic convergence assess accommodatv,1/7/1998,1/7/2000,,,,,
95354-08,2121,"Orthoptic convergence assessment, other","Orthoptic convergence assessment, other",1/7/1998,1/7/2000,,,,,
95354-09,2121,"Orthoptic eye movement system assessment, smooth pursuit","Eye movement sys assess, smooth pursuit",1/7/1998,1/7/2000,,,,,
95354-10,2121,"Orthoptic eye movement system assessment, saccadic","Eye movement system assessment, saccadic",1/7/1998,1/7/2000,,,,,
95354-11,2121,"Orthoptic eye movement system assessment, vergence","Eye movement system assessment, vergence",1/7/1998,1/7/2000,,,,,
95354-12,2121,"Orthoptic eye movement system assessment, vestibulo-ocular reflex [VOR]","Eye movement system assessment, VOR",1/7/1998,1/7/2000,,,,,
95354-13,2121,"Orthoptic eye movement system assessment, optokinetic nystagmus [OKN]","Eye movement system assessment, OKN",1/7/1998,1/7/2000,,,,,
95354-14,2121,"Orthoptic eye movement system assessment, fixation maintenance","Eye movement sys assess, fix maintenance",1/7/1998,1/7/2000,,,,,
95354-15,2121,Orthoptic nystagmus assessment,Orthoptic nystagmus assessment,1/7/1998,1/7/2000,,,,,
95354-16,2121,"Orthoptic binocular function assessment, retinal correspondence","Binocular fn assess, retinal correspndnc",1/7/1998,1/7/2000,,,,,
95354-17,2121,"Orthoptic binocular function assessment, fusion","Binocular function assessment, fusion",1/7/1998,1/7/2000,,,,,
95354-18,2121,"Orthoptic binocular function assessment, stereo","Binocular function assessment, stereo",1/7/1998,1/7/2000,,,,,
95354-19,2121,"Orthoptic binocular function assessment, suppression","Binocular fn assessment, suppression",1/7/1998,1/7/2000,,,,,
95354-20,2121,Orthoptic binocular single vision assessment,Binocular single vision assessment,1/7/1998,1/7/2000,,,,,
95354-21,2121,Orthoptic diplopia assessment,Orthoptic diplopia assessment,1/7/1998,1/7/2000,,,,,
95354-22,2121,Other orthoptic ocular motility and binocular function assessment,Oth ocular motility & binoculr fn assess,1/7/1998,1/7/2000,,,,,
95355-00,2122,Orthoptic orbit evaluation,Orthoptic orbit evaluation,1/7/1998,1/7/2000,,,,,
95355-01,2122,Orthoptic eyelid evaluation,Orthoptic eyelid evaluation,1/7/1998,1/7/2000,,,,,
95355-02,2122,Orthoptic globe evaluation,Orthoptic globe evaluation,1/7/1998,1/7/2000,,,,,
95355-03,2122,Orthoptic tear film evaluation,Orthoptic tear film evaluation,1/7/1998,1/7/2000,,,,,
95355-04,2122,"Orthoptic anterior segment evaluation, conjunctiva","Orthoptic ant seg evaln, conjunctiva",1/7/1998,1/7/2000,,,,,
95355-05,2122,"Orthoptic anterior segment evaluation, cornea","Orthoptic ant segment evaluation, cornea",1/7/1998,1/7/2000,,,,,
95355-06,2122,"Orthoptic anterior segment evaluation, anterior chamber","Orthoptic ant segment evaln, ant chamber",1/7/1998,1/7/2000,,,,,
95355-07,2122,"Orthoptic anterior segment evaluation, iris","Orthoptic ant segment evaluation, iris",1/7/1998,1/7/2000,,,,,
95355-08,2122,"Orthoptic anterior segment evaluation, lens","Orthoptic ant segment evaluation, lens",1/7/1998,1/7/2000,,,,,
95355-09,2122,"Orthoptic anterior segment evaluation, other","Orthoptic ant segment evaluation, other",1/7/1998,1/7/2000,,,,,
95355-10,2122,"Orthoptic anterior segment measurement, cornea",Orthoptic ant segment measurement cornea,1/7/1998,1/7/2000,,,,,
95355-11,2122,Orthoptic posterior segment evaluation,Orthoptic posterior segment evaluation,1/7/1998,1/7/2000,,,,,
95355-12,2122,Orthoptic intra-ocular pressure evaluation,Orthoptic intra-ocular pressure evaln,1/7/1998,1/7/2000,,,,,
95355-13,2122,"Orthoptic pupil evaluation, appearance","Orthoptic pupil evaluation, appearance",1/7/1998,1/7/2000,,,,,
95355-14,2122,"Orthoptic pupil evaluation, reaction","Orthoptic pupil evaluation, reaction",1/7/1998,1/7/2000,,,,,
95355-15,2122,"Orthoptic ocular photography evaluation, anterior segment","Ocular photography evaluation, ant seg",1/7/1998,1/7/2000,,,,,
95355-16,2122,"Orthoptic ocular photography evaluation, posterior segment","Ocular photography evaluation, post seg",1/7/1998,1/7/2000,,,,,
95355-17,2122,"Orthoptic ocular photography evaluation, fundus fluorescein angiography [FFA]","Orthoptic ocular photography evaln, FFA",1/7/1998,1/7/2000,,,,,
95355-18,2122,"Orthoptic ocular photography evaluation, other",Orthoptic ocular photography evaln other,1/7/1998,1/7/2000,,,,,
95355-19,2122,"Orthoptic ultrasonography evaluation, A scan","Ultrasonography evaluation, A scan",1/7/1998,1/7/2000,,,,,
95355-20,2122,"Orthoptic ultrasonography evaluation, B scan","Ultrasonography evaluation, B scan",1/7/1998,1/7/2000,,,,,
95355-21,2122,"Orthoptic ultrasonography evaluation, other","Ultrasonography evaluation, other",1/7/1998,1/7/2000,,,,,
95355-22,2122,Other orthoptic anatomic and physiological evaluation of eye and related structures,Other anatomic & physl evaln eye & str,1/7/1998,1/7/2000,,,,,
95356-00,2123,Orthoptic electroretinogram [ERG] evaluation,Orthoptic electroretinogram evaluation,1/7/1998,1/7/2000,,,,,
95356-01,2123,Orthoptic visual evoked potential [VEP] evaluation,Orthoptic visual evoked potential evaln,1/7/1998,1/7/2000,,,,,
95356-02,2123,Orthoptic electro-oculogram [EOG] evaluation,Orthoptic electro-oculogram evaluation,1/7/1998,1/7/2000,,,,,
95356-03,2123,Orthoptic electronystagmogram [ENG] evaluation,Orthoptic electronystagmogram evaluation,1/7/1998,1/7/2000,,,,,
95356-04,2123,Orthoptic electromyogram [EMG] evaluation,Orthoptic electromyogram evaluation,1/7/1998,1/7/2000,,,,,
95356-05,2123,Orthoptic infrared eye movement analysis,Orthoptic infrared eye movement analysis,1/7/1998,1/7/2000,,,,,
95356-06,2123,Orthoptic video eye movement analysis,Orthoptic video eye movement analysis,1/7/1998,1/7/2000,,,,,
95356-07,2123,Other orthoptic functional evaluation of eye,Other orthoptic functional evaln of eye,1/7/1998,1/7/2000,,,,,
95357-00,2124,Other orthoptic assessment,Other orthoptic assessment,1/7/1998,1/7/2000,,,,,
95358-00,2125,"Orthoptic optical intervention, prescription, glasses","Optical intervtn, prescription, glasses",1/7/1998,1/7/2000,,,,,
95358-01,2125,"Orthoptic optical intervention, prescription, low visual aid","Optcl intervtn, prescrptn low visual aid",1/7/1998,1/7/2000,,,,,
95358-02,2125,"Orthoptic optical intervention, prescription, prisms","Optical intervtn, prescription prisms",1/7/1998,1/7/2000,,,,,
95358-03,2125,"Orthoptic optical intervention, prescription, contact lenses","Optcl intervtn, prescrptn contact lenses",1/7/1998,1/7/2000,,,,,
95358-04,2125,"Orthoptic optical intervention, prescription, other","Optical intervtn, prescription, other",1/7/1998,1/7/2000,,,,,
95358-05,2125,"Orthoptic optical intervention, fitting, glasses","Optical intervention, fitting, glasses",1/7/1998,1/7/2000,,,,,
95358-06,2125,"Orthoptic optical intervention, fitting, low visual aid","Optical intervtn, fitting low visual aid",1/7/1998,1/7/2000,,,,,
95358-07,2125,"Orthoptic optical intervention, fitting, prisms","Optical intervention, fitting, prisms",1/7/1998,1/7/2000,,,,,
95358-08,2125,"Orthoptic optical intervention, fitting, contact lenses","Optical intervtn, fitting contact lenses",1/7/1998,1/7/2000,,,,,
95358-09,2125,"Orthoptic optical intervention, fitting, other","Optical intervention, fitting, other",1/7/1998,1/7/2000,,,,,
95358-10,2125,"Orthoptic optical intervention, dispensing, glasses","Optical intervention, dispensing glasses",1/7/1998,1/7/2000,,,,,
95358-11,2125,"Orthoptic optical intervention, dispensing, low visual aid",Optcl intervtn dispensing low visual aid,1/7/1998,1/7/2000,,,,,
95358-12,2125,"Orthoptic optical intervention, dispensing, prisms","Optical intervention, dispensing, prisms",1/7/1998,1/7/2000,,,,,
95358-13,2125,"Orthoptic optical intervention, dispensing, contact lenses","Optcl intervtn, dispensg, contact lenses",1/7/1998,1/7/2000,,,,,
95358-14,2125,"Orthoptic optical intervention, dispensing, other","Optical intervention, dispensing, other",1/7/1998,1/7/2000,,,,,
95358-15,2125,Other orthoptic optical intervention,Other orthoptic optical intervention,1/7/1998,1/7/2000,,,,,
95359-00,2126,"Orthoptic exercise, convergence","Orthoptic exercise, convergence",1/7/1998,1/7/2000,,,,,
95359-01,2126,"Orthoptic exercise, divergence","Orthoptic exercise, divergence",1/7/1998,1/7/2000,,,,,
95359-02,2126,"Orthoptic exercise, fusional amplitudes","Orthoptic exercise, fusional amplitudes",1/7/1998,1/7/2000,,,,,
95359-03,2126,"Orthoptic exercise, relative fusional vergences","Exercise, relative fusional vergences",1/7/1998,1/7/2000,,,,,
95359-04,2126,"Orthoptic exercise, fusion, other","Orthoptic exercise, fusion, other",1/7/1998,1/7/2000,,,,,
95359-05,2126,"Orthoptic exercise, antisuppression","Orthoptic exercise, antisuppression",1/7/1998,1/7/2000,,,,,
95359-06,2126,"Orthoptic exercise, accommodation","Orthoptic exercise, accommodation",1/7/1998,1/7/2000,,,,,
95359-07,2126,"Orthoptic occlusion, visual/sensory development","Occlusion, visual/sensory development",1/7/1998,1/7/2000,,,,,
95359-08,2126,"Orthoptic occlusion, relieving","Orthoptic occlusion, relieving",1/7/1998,1/7/2000,,,,,
95359-09,2126,Other orthoptic exercise and occlusion intervention,Oth orthoptic exercise & occlus intervtn,1/7/1998,1/7/2000,,,,,
95360-00,2127,"Orthoptic rehabilitation, visually impaired, eccentric viewing training",Rehab visually impair ecntrc view traing,1/7/1998,1/7/2000,,,,,
95360-01,2127,"Orthoptic rehabilitation, visually impaired, lighting","Rehab, visually impaired, lighting",1/7/1998,1/7/2000,,,,,
95360-02,2127,"Orthoptic rehabilitation, visually impaired, visual aids","Rehab, visually impaired, visual aids",1/7/1998,1/7/2000,,,,,
95360-03,2127,"Orthoptic rehabilitation, visually impaired, other","Orthoptic rehab, visually impaired other",1/7/1998,1/7/2000,,,,,
95360-04,2127,"Orthoptic rehabilitation, driving","Orthoptic rehabilitation, driving",1/7/1998,1/7/2000,,,,,
95360-05,2127,"Orthoptic rehabilitation, neurological disorders","Orthoptic rehab, neurological disorders",1/7/1998,1/7/2000,,,,,
95360-06,2127,"Orthoptic rehabilitation, vestibular","Orthoptic rehabilitation, vestibular",1/7/1998,1/7/2000,,,,,
95360-07,2127,"Orthoptic training intervention, compensatory head posture","Traing intervtn, compenstry head posture",1/7/1998,1/7/2000,,,,,
95360-08,2127,"Orthoptic training intervention, visuo-motor","Orthoptic training intervtn, visuo-motor",1/7/1998,1/7/2000,,,,,
95360-09,2127,"Orthoptic training intervention, sports vision","Training intervention, sports vision",1/7/1998,1/7/2000,,,,,
95360-10,2127,"Orthoptic training intervention, visual ergonomics","Training intervention, visual ergonomics",1/7/1998,1/7/2000,,,,,
95360-11,2127,Other orthoptic rehabilitation and training intervention,Other orthoptic rehab & traing intervtn,1/7/1998,1/7/2000,,,,,
95361-00,2128,Orthoptic intervention using diagnostic ophthalmic medications,Orthoptic intervtn usg dx ophth medicatn,1/7/1998,1/7/2000,,,,,
95361-01,2128,Orthoptic intervention using therapeutic ophthalmic medications,"Orthoptic intervtn, thrpc ophth medicatn",1/7/1998,1/7/2000,,,,,
95361-02,2128,Orthoptic intervention in ophthalmic testing procedure,Orthoptic intervtn in ophth testing proc,1/7/1998,1/7/2000,,,,,
95361-03,2128,"Orthoptic intervention in ophthalmic procedure, surgical","Orthoptic intervtn in ophth proc, surg",1/7/1998,1/7/2000,,,,,
95361-04,2128,"Orthoptic intervention in ophthalmic procedure, nonsurgical",Orthoptic intervtn in ophth proc nonsurg,1/7/1998,1/7/2000,,,,,
95361-05,2128,Other orthoptic intervention in ophthalmic procedures,Other orthoptic intervtn in ophth proc,1/7/1998,1/7/2000,,,,,
95362-00,2129,"Orthoptic education on visual disorder, management and prognosis","Education visual disorder, mgmt & progn",1/7/1998,1/7/2000,,,,,
95362-01,2129,"Orthoptic education on ocular motility disorder, management and prognosis",Eductn oclr motility disrd mgmt & progn,1/7/1998,1/7/2000,,,,,
95362-02,2129,"Orthoptic education on ocular disease, management and prognosis","Education ocular dis, mgmt & prognosis",1/7/1998,1/7/2000,,,,,
95362-03,2129,Orthoptic education on glasses,Orthoptic education on glasses,1/7/1998,1/7/2000,,,,,
95362-04,2129,Orthoptic education on contact lenses,Orthoptic education on contact lenses,1/7/1998,1/7/2000,,,,,
95362-05,2129,Orthoptic education on visual aids,Orthoptic education on visual aids,1/7/1998,1/7/2000,,,,,
95362-06,2129,Orthoptic education on ocular health and prevention,Education on ocular health & prevention,1/7/1998,1/7/2000,,,,,
95362-07,2129,Orthoptic education on visual ergonomics,Orthoptic education on visual ergonomics,1/7/1998,1/7/2000,,,,,
95362-08,2129,Orthoptic counselling on adaptation to visual loss,"Counselling, adaptation to visual loss",1/7/1998,1/7/2000,,,,,
95362-09,2129,Orthoptic counselling on impact of visual loss and activities of daily living,"Counselling, impact of visual loss & ADL",1/7/1998,1/7/2000,,,,,
95362-10,2129,Other orthoptic counselling and education,Other orthoptic counselling & education,1/7/1998,1/7/2000,,,,,
95363-00,2130,Orthoptic case management,Orthoptic case management,1/7/1998,1/7/2000,,,,,
95363-01,2130,Orthoptic discharge planning,Orthoptic discharge planning,1/7/1998,1/7/2000,,,,,
95364-00,2131,Other orthoptic intervention,Other orthoptic intervention,1/7/1998,1/7/2000,,,,,
95400-00,2132,Prosthetic and orthotic diagnostic assessment and evaluation,Prosthetic & orthotic dx assess & evaln,1/7/1998,1/7/2000,,,,,
95401-00,2133,"Casting, measurement and modification of prosthetic or orthotic device by prosthetist or orthotist","Cast, measure & modif prosth/orthotc dev",1/7/1998,1/7/2000,,,,,
95402-00,2133,Design and fabrication of prosthetic or orthotic device by prosthetist or orthotist prior to issue of device,"Design & fabrication prosth/orthotic dev",1/7/1998,1/7/2000,,,,,
